plot,grid_cell,Species,Chamber size class,ID,timepoint,condition,collection_date,start_time,end_time,Rounded time,timezone,Temperature_F,Temperature_C,flux_CO2_ppm_ss,flux_CH4_ppb_s,flux_CO2_ppm_min,flux_CH4_ppm_min,notes,instrument,personnel,Length (cm),Width (cm),Height (cm),Surface Area (cm2),Volume (cm3),SA:Volume Ratio,Quantity,Surface Area of Tree Covered (cm2),Volume (L),Surface Area of Tree Covered (m2),flux_CO2_umol_m2_min,flux_CH4_nmol_m2_min,flux_CO2_umol_m2_min_MEAN,flux_CO2_umol_m2_min_SE,flux_CO2_umol_m2_min_SE1,flux_CO2_umol_m2_min_SE2,flux_CH4_nmol_m2_min_MEAN,flux_CH4_nmol_m2_min_SE,flux_CH4_nmol_m2_min_SE1,flux_CH4_nmol_m2_min_SE2,Note
Estuarine,F5,Tulip Poplar,3,S5,T3A,flooded,6/7/23,9:07,9:12,9:00,EDT,72,22.22222222,0.633,0.02,37.98,0.0012,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,78.35012239,2.475517295,,,,,,,,,
Estuarine,F5,Tulip Poplar,3,S5,T3B,flooded,6/7/23,15:23,15:28,15:00,EDT,79,26.11111111,1.015,0.025,60.9,0.0015,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,123.9999122,3.05418503,,,,,,,,,
Estuarine,F5,Tulip Poplar,3,S5,T4,post-flood,6/8/23,12:56,13:01,13:00,EDT,78,25.55555556,0.913,0.046,54.78,0.00276,,TG10-01038,"Nick W, Cooper Norris",28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,111.7462858,5.630152407,,,,,,,,,
Estuarine,F5,Tulip Poplar,3,S5,T5,post-flood,6/9/23,11:55,12:00,12:00,EDT,74,23.33333333,0.809,0.105,48.54,0.0063,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,99.75940644,12.9477598,,,,,,,,,
Estuarine,E6,Red Maple,3,S7,T0,pre-flood,6/4/23,15:46,15:53,16:00,EDT,78,25.55555556,0.494,0.009,29.64,0.00054,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,60.46294106,1.101551558,,,,,,,,,
Estuarine,F5,Red Maple,3,S7,T1,pre-flood,6/5/23,14:41,14:46,15:00,EDT,81,27.22222222,0.857,0.655,51.42,0.0393,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,104.310175,79.72364599,,,,,,,,,
Estuarine,E6,Red Maple,3,S7,T2,flooded,6/6/23,12:51,12:58,13:00,EDT,82,27.77777778,0.534,0.587,32.04,0.03522,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,64.87607968,71.31509134,,,,,,,,,
Estuarine,E2,Red Maple,3,S7,T3A,flooded,6/7/23,10:49,10:54,11:00,EDT,76,24.44444444,0.532,0.637,31.92,0.03822,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,65.35704866,78.25646615,,,,,,,,,
Estuarine,E6,Red Maple,3,S7,T3B,flooded,6/7/23,13:10,13:18,13:00,EDT,78,25.55555556,0.6,0.615,36,0.0369,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,73.43677052,75.27268979,,,,,,,,,
Estuarine,E6,Red Maple,3,S7,T4,post-flood,6/8/23,13:52,13:57,14:00,EDT,79,26.11111111,0.601,0.632,36.06,0.03792,,TG10-01034,"Nick W, Cooper Norris",28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,73.42260813,77.20979757,,,,,,,,,
Estuarine,E6,Red Maple,3,S7,T5,post-flood,6/9/23,10:53,10:58,11:00,EDT,74,23.33333333,0.468,0.579,28.08,0.03474,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,57.7100151,71.39764688,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T0,pre-flood,6/4/23,15:37,15:43,16:00,EDT,78,25.55555556,0.265,0.009,15.9,0.00054,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,32.43457365,1.101551558,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T1,pre-flood,6/5/23,13:14,13:27,13:00,EDT,78,25.55555556,0.29,0.009,17.4,0.00054,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,35.49443909,1.101551558,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T2,flooded,6/6/23,13:44,13:49,14:00,EDT,82,27.77777778,0.281,0.009,16.86,0.00054,1/2 flooded,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,34.13891084,1.093417073,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T3A,flooded,6/7/23,9:58,10:03,10:00,EDT,74,23.33333333,0.247,0.01,14.82,0.0006,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,30.45806352,1.233119981,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T3B,flooded,6/7/23,14:09,14:19,14:00,EDT,78,25.55555556,0.297,0.01,17.82,0.0006,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,36.35120141,1.223946175,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T4,post-flood,6/8/23,13:31,13:36,14:00,EDT,79,26.11111111,0.009,0.303,0.54,0.01818,,TG10-01043,"Nick W, Cooper Norris",28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,1.099506611,37.01672257,,,,,,,,,
Estuarine,C6,Red Maple,3,S8,T5,post-flood,6/9/23,10:40,10:45,11:00,EDT,74,23.33333333,0.247,0.01,14.82,0.0006,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,30.45806352,1.233119981,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T0,pre-flood,6/4/23,13:16,13:22,13:00,EDT,73,22.77777778,0.357,0.013,21.42,0.00078,calculated in excel,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,44.10502807,1.606065448,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T1,pre-flood,6/5/23,12:24,12:29,12:00,EDT,78,25.55555556,0.358,0.025,21.48,0.0015,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,43.81727308,3.059865438,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T2,flooded,6/6/23,12:41,12:47,13:00,EDT,82,27.77777778,0.349,0.022,20.94,0.00132,1/2 flooded,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,42.40028429,2.67279729,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T3A,flooded,6/7/23,8:27,8:33,8:00,EDT,68,20,0.304,0.02,18.24,0.0012,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,37.91310072,2.494282942,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T3B,flooded,6/7/23,15:08,15:13,15:00,EDT,79,26.11111111,0.403,0.018,24.18,0.00108,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,49.23346269,2.199013222,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T4,post-flood,6/8/23,12:11,12:16,12:00,EDT,77,25,0.372,0.02,22.32,0.0012,,TG10-01035,"Nick W, Cooper Norris",28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,45.61563719,2.452453612,,,,,,,,,
Estuarine,F2,Red Maple,3,S9,T5,post-flood,6/9/23,10:14,10:19,10:00,EDT,72,22.22222222,0.34,0.018,20.4,0.00108,,TG10-01028,Nick W,28,15.5,5,1303,2170,0.600460829,24,434,2.17,0.0434,42.08379401,2.227965565,,,,,,,,,
Control,G3,Red Maple,4,C12,T0,pre-flood,6/4/23,12:56,13:01,13:00,EDT,73,22.77777778,0.124,0.043,7.44,0.00258,"Louise #5 found to have a taped over pat on June 5, Check data",TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,15.3193935,5.312370328,,,,,,,,,
Control,G3,Red Maple,4,C12,T1,pre-flood,6/5/23,13:04,13:09,13:00,EDT,78,25.55555556,0.421,0.07,25.26,0.0042,"redo b/c port seemed weird/plugged, found wasp nest in C12 AFTER measurement",TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,11,294,1.47,0.0294,51.52813398,8.567623228,,,,,,,,,
Control,G3,Red Maple,4,C12,T2,flooded,6/6/23,12:20,12:26,12:00,EDT,80,26.66666667,0.099,0.041,5.94,0.00246,,TG10-01286,"Cooper Norris, Kendal",28,10.5,5,973,1470,0.661904762,12,294,1.47,0.0294,12.07216167,4.999582105,,,,,,,,,
Control,G3,Red Maple,4,C12,T3A,flooded,6/7/23,8:23,8:28,8:00,EDT,68,20,0.094,0.044,5.64,0.00264,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,13,294,1.47,0.0294,11.72312983,5.487422473,,,,,,,,,
Control,G3,Red Maple,4,C12,T3B,flooded,6/7/23,13:20,13:25,13:00,EDT,78,25.55555556,0.128,0.048,7.68,0.00288,,TG10-01286,"KAM, CGN",28,10.5,5,973,1470,0.661904762,14,294,1.47,0.0294,15.66651104,5.874941642,,,,,,,,,
Control,G3,Red Maple,4,C12,T4,post-flood,6/8/23,14:30,14:35,15:00,EDT,76,24.44444444,0.12,0.045,7.2,0.0027,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,15,294,1.47,0.0294,14.74219143,5.528321785,,,,,,,,,
Control,G3,Red Maple,4,C12,T5,post-flood,6/9/23,12:26,12:31,12:00,EDT,74,23.33333333,0.087,0.036,5.22,0.00216,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,16,294,1.47,0.0294,10.72814383,4.439231931,,,,,,,,,
Control,B7,Beech,4,C14,T0,pre-flood,6/4/23,14:26,14:31,14:00,EDT,75,23.88888889,0.557,0.012,33.42,0.00072,Louise #5 check data,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,17,294,1.47,0.0294,68.55632092,1.476976393,,,,,,,,,
Control,B7,Beech,4,C14,T1,pre-flood,6/5/23,13:41,13:46,14:00,EDT,80,26.66666667,0.644,0.012,38.64,0.00072,gas sample was hard to pull,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,18,294,1.47,0.0294,78.53002135,1.463292323,,,,,,,,,
Control,B7,Beech,4,C14,T2,flooded,6/6/23,13:27,13:32,13:00,EDT,82,27.77777778,0.572,0.012,34.32,0.00072,,TG10-01286,"Cooper Norris, Kendal",28,10.5,5,973,1470,0.661904762,19,294,1.47,0.0294,69.49272955,1.457889431,,,,,,,,,
Control,B7,Beech,4,C14,T3A,flooded,6/7/23,9:33,9:38,10:00,EDT,74,23.33333333,0.602,0.014,36.12,0.00084,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,20,294,1.47,0.0294,74.23382284,1.726367973,,,,,,,,,
Control,B7,Beech,4,C14,T3B,flooded,6/7/23,14:38,14:43,15:00,EDT,79,26.11111111,0.62,0.012,37.2,0.00072,,TG10-01286,"KAM, CGN",28,10.5,5,973,1470,0.661904762,21,294,1.47,0.0294,75.74378875,1.466008815,,,,,,,,,
Control,B7,Beech,4,C14,T4,post-flood,6/8/23,12:35,12:40,13:00,EDT,78,25.55555556,0.59,0.013,35.4,0.00078,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,22,294,1.47,0.0294,72.21282435,1.591130028,,,,,,,,,
Control,B7,Beech,4,C14,T5,post-flood,6/9/23,10:13,10:18,10:00,EDT,72,22.22222222,0.544,0.019,32.64,0.00114,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,23,294,1.47,0.0294,67.33407042,2.35174143,,,,,,,,,
Control,E4,Beech,4,C16,T0,pre-flood,6/4/23,13:43,13:48,14:00,EDT,75,23.88888889,0.816,0,48.96,0,Louise #5 check data,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,24,294,1.47,0.0294,100.4343947,0,,,,,,,,,
Control,E4,Beech,4,C16,T1,pre-flood,6/5/23,12:55,13:00,13:00,EDT,78,25.55555556,0.901,0,54.06,0,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,25,294,1.47,0.0294,110.2775504,0,,,,,,,,,
Control,E4,Beech,4,C16,T2,flooded,6/6/23,14:20,14:25,14:00,EDT,82,27.77777778,0.95,0,57,0,,TG10-01286,"Cooper Norris, Kendal",28,10.5,5,973,1470,0.661904762,26,294,1.47,0.0294,115.4162466,0,,,,,,,,,
Control,E4,Beech,4,C16,T3A,flooded,6/7/23,10:26,10:31,10:00,EDT,74,23.33333333,0.888,0,53.28,0,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,27,294,1.47,0.0294,109.5010543,0,,,,,,,,,
Control,E4,Beech,4,C16,T3B,flooded,6/7/23,14:09,14:14,14:00,EDT,78,25.55555556,0.947,-0.001,56.82,-0.00006,,TG10-01286,"KAM, CGN",28,10.5,5,973,1470,0.661904762,28,294,1.47,0.0294,115.9077028,-0.122394618,,,,,,,,,
Control,E4,Beech,4,C16,T4,post-flood,6/8/23,14:20,14:25,14:00,EDT,79,26.11111111,0.941,0,56.46,0,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,29,294,1.47,0.0294,114.9595245,0,,,,,,,,,
Control,E4,Beech,4,C16,T5,post-flood,6/9/23,11:40,11:45,12:00,EDT,74,23.33333333,0.809,0,48.54,0,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,30,294,1.47,0.0294,99.75940644,0,,,,,,,,,
Freshwater,A6,Beech,4,F15,T0,pre-flood,6/4/23,12:29,12:35,12:00,EDT,71,21.66666667,0.364,0.003,21.84,0.00018,,TG10-01448,"Kaizad Patel, Cooper Norris",28,10.5,5,973,1470,0.661904762,31,294,1.47,0.0294,45.13931577,0.372027328,,,,,,,,,
Freshwater,A6,Beech,4,F15,T1,pre-flood,6/5/23,13:30,13:35,14:00,EDT,80,26.66666667,0.449,-0.002,26.94,-0.00012,,TG10-01448,Kaizad Patel,28,10.5,5,973,1470,0.661904762,32,294,1.47,0.0294,54.7515211,-0.243882054,,,,,,,,,
Freshwater,A6,Beech,4,F15,T2,flooded,6/6/23,13:11,13:16,13:00,EDT,82,27.77777778,0.442,0.003,26.52,0.00018,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,33,294,1.47,0.0294,53.69892738,0.364472358,,,,,,,,,
Freshwater,A6,Beech,4,F15,T3A,flooded,6/7/23,9:52,9:58,10:00,EDT,74,23.33333333,0.42,0.005,25.2,0.0003,,TG10-01448,"Kaizad Patel, Julia",28,10.5,5,973,1470,0.661904762,34,294,1.47,0.0294,51.79103919,0.61655999,,,,,,,,,
Freshwater,A6,Beech,4,F15,T3B,flooded,6/7/23,14:03,14:08,14:00,EDT,78,25.55555556,0.575,0.001,34.5,0.00006,,TG10-01448,Kaizad Patel,28,10.5,5,973,1470,0.661904762,35,294,1.47,0.0294,70.37690508,0.122394618,,,,,,,,,
Freshwater,A6,Beech,4,F15,T4,post-flood,6/8/23,12:57,13:02,13:00,EDT,78,25.55555556,0.531,0.007,31.86,0.00042,,TG10-01451,Kaizad Patel,28,10.5,5,973,1470,0.661904762,36,294,1.47,0.0294,64.99154191,0.856762323,,,,,,,,,
Freshwater,A6,Beech,4,F15,T5,post-flood,6/9/23,12:02,12:07,12:00,EDT,74,23.33333333,0.457,0.006,27.42,0.00036,,TG10-01448,"Kaizad Patel, Cooper Norris",28,10.5,5,973,1470,0.661904762,37,294,1.47,0.0294,56.35358312,0.739871988,,,,,,,,,
Freshwater,H4,Beech,4,F16,T0,pre-flood,6/4/23,14:20,14:28,14:00,EDT,75,23.88888889,0.398,0.053,23.88,0.00318,,TG10-01448,"Kaizad Patel, Cooper Norris",28,10.5,5,973,1470,0.661904762,38,294,1.47,0.0294,48.98638371,6.523312403,,,,,,,,,
Freshwater,H4,Beech,4,F16,T1,pre-flood,6/5/23,14:33,14:38,15:00,EDT,81,27.22222222,0.448,0.038,26.88,0.00228,,TG10-01448,Kaizad Patel,28,10.5,5,973,1470,0.661904762,39,294,1.47,0.0294,54.52853955,4.625188622,,,,,,,,,
Freshwater,H4,Beech,4,F16,T2,flooded,6/6/23,14:47,14:52,15:00,EDT,82,27.77777778,0.44,0.055,26.4,0.0033,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,40,294,1.47,0.0294,53.45594581,6.681993226,,,,,,,,,
Freshwater,H4,Beech,4,F16,T3A,flooded,6/7/23,8:43,8:48,9:00,EDT,72,22.22222222,0.477,0.103,28.62,0.00618,,TG10-01448,"Kaizad Patel, Julia",28,10.5,5,973,1470,0.661904762,41,294,1.47,0.0294,59.04108749,12.74891407,,,,,,,,,
Freshwater,H4,Beech,4,F16,T3B,flooded,6/7/23,15:10,15:15,15:00,EDT,79,26.11111111,0.539,0.08,32.34,0.0048,,TG10-01448,Kaizad Patel,28,10.5,5,973,1470,0.661904762,42,294,1.47,0.0294,65.84822925,9.773392097,,,,,,,,,
Freshwater,H4,Beech,4,F16,T4,post-flood,6/8/23,14:14,14:19,14:00,EDT,79,26.11111111,0.477,0.088,28.62,0.00528,,TG10-01452,Kaizad Patel,28,10.5,5,973,1470,0.661904762,43,294,1.47,0.0294,58.27385038,10.75073131,,,,,,,,,
Freshwater,H4,Beech,4,F16,T5,post-flood,6/9/23,10:25,10:30,10:00,EDT,72,22.22222222,0.422,0.086,25.32,0.00516,,TG10-01448,"Kaizad Patel, Cooper Norris",28,10.5,5,973,1470,0.661904762,44,294,1.47,0.0294,52.23341492,10.64472437,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T0,pre-flood,6/4/23,14:51,14:55,15:00,EDT,76,24.44444444,0.282,0.014,16.92,0.00084,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,45,294,1.47,0.0294,34.64414985,1.719922333,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T1,pre-flood,6/5/23,14:14,14:19,14:00,EDT,80,26.66666667,0.318,0.011,19.08,0.00066,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,46,294,1.47,0.0294,38.77724657,1.341351296,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T2,flooded,6/6/23,13:24,13:30,13:00,EDT,82,27.77777778,0.283,0.01,16.98,0.0006,3/4 flooded,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,47,294,1.47,0.0294,34.38189242,1.214907859,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T3A,flooded,6/7/23,10:15,10:22,10:00,EDT,74,23.33333333,0.28,0.012,16.8,0.00072,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,48,294,1.47,0.0294,34.52735946,1.479743977,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T3B,flooded,6/7/23,14:53,14:58,15:00,EDT,79,26.11111111,0.37,0.011,22.2,0.00066,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,49,294,1.47,0.0294,45.20193845,1.343841413,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T4,post-flood,6/8/23,13:58,14:03,14:00,EDT,79,26.11111111,0.36,0.016,21.6,0.00096,,TG10-01036,"Nick W, Cooper Norris",28,10.5,5,973,1470,0.661904762,50,294,1.47,0.0294,43.98026444,1.954678419,,,,,,,,,
Estuarine,G5,Red Maple,4,S10,T5,post-flood,6/9/23,11:25,11:30,11:00,EDT,74,23.33333333,0.253,0.015,15.18,0.0009,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,51,294,1.47,0.0294,31.19793551,1.849679971,,,,,,,,,
Estuarine,I2,Beech,4,S14,T0,pre-flood,6/4/23,12:58,13:07,13:00,EDT,73,22.77777778,0.529,-0.02,31.74,-0.0012,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,52,294,1.47,0.0294,65.35450938,-2.47086992,,,,,,,,,
Estuarine,I2,Beech,4,S14,T1,pre-flood,6/5/23,12:33,12:38,13:00,EDT,78,25.55555556,0.656,-0.003,39.36,-0.00018,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,53,294,1.47,0.0294,80.2908691,-0.367183853,,,,,,,,,
Estuarine,I2,Beech,4,S14,T2,flooded,6/6/23,14:43,14:48,15:00,EDT,82,27.77777778,0.66,-0.001,39.6,-0.00006,not at all flooded,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,54,294,1.47,0.0294,80.18391871,-0.121490786,,,,,,,,,
Estuarine,I2,Beech,4,S14,T3A,flooded,6/7/23,8:39,8:44,9:00,EDT,72,22.22222222,0.645,0.001,38.7,0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,55,294,1.47,0.0294,79.83543276,0.123775865,,,,,,,,,
Estuarine,I2,Beech,4,S14,T3B,flooded,6/7/23,15:15,15:20,15:00,EDT,79,26.11111111,0.73,0,43.8,0,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,56,294,1.47,0.0294,89.18220288,0,,,,,,,,,
Estuarine,I2,Beech,4,S14,T4,post-flood,6/8/23,12:05,12:10,12:00,EDT,77,25,0.624,-0.001,37.44,-0.00006,,TG10-01032,"Nick W, Cooper Norris",28,10.5,5,973,1470,0.661904762,57,294,1.47,0.0294,76.51655271,-0.122622681,,,,,,,,,
Estuarine,I2,Beech,4,S14,T5,post-flood,6/9/23,10:07,10:12,10:00,EDT,72,22.22222222,0.575,0.001,34.5,0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,58,294,1.47,0.0294,71.17112223,0.123775865,,,,,,,,,
Estuarine,C2,Beech,4,S16,T0,pre-flood,6/4/23,13:36,13:41,14:00,EDT,75,23.88888889,0.555,0.007,33.3,0.00042,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,59,294,1.47,0.0294,68.31015818,0.861569563,,,,,,,,,
Estuarine,C2,Beech,4,S16,T1,pre-flood,6/5/23,15:09,15:14,15:00,EDT,81,27.22222222,0.702,0.008,42.12,0.00048,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,60,294,1.47,0.0294,85.44427402,0.97372392,,,,,,,,,
Estuarine,C2,Beech,4,S16,T2,flooded,6/6/23,15:25,15:30,15:00,EDT,82,27.77777778,0.68,0.008,40.8,0.00048,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,61,294,1.47,0.0294,82.61373443,0.971926287,,,,,,,,,
Estuarine,C2,Beech,4,S16,T3A,flooded,6/7/23,10:58,11:03,11:00,EDT,76,24.44444444,0.594,0.01,35.64,0.0006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,62,294,1.47,0.0294,72.97384756,1.228515952,,,,,,,,,
Estuarine,C2,Beech,4,S16,T3B,flooded,6/7/23,13:46,13:51,14:00,EDT,78,25.55555556,0.671,0.01,40.26,0.0006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,63,294,1.47,0.0294,82.12678837,1.223946175,,,,,,,,,
Estuarine,C2,Beech,4,S16,T4,post-flood,6/8/23,12:26,12:31,12:00,EDT,77,25,0.677,0.01,40.62,0.0006,,TG10-01033,"Nick W, Cooper Norris",28,10.5,5,973,1470,0.661904762,64,294,1.47,0.0294,83.01555478,1.226226806,,,,,,,,,
Estuarine,C2,Beech,4,S16,T5,post-flood,6/9/23,10:26,10:31,10:00,EDT,72,22.22222222,0.576,0.011,34.56,0.00066,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,65,294,1.47,0.0294,71.2948981,1.361534512,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T0,pre-flood,6/4/23,15:20,15:26,15:00,EDT,76,24.44444444,0.488,-0.001,29.28,-0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,66,294,1.47,0.0294,59.95157847,-0.122851595,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T1,pre-flood,6/5/23,13:38,13:43,14:00,EDT,80,26.66666667,0.568,0.001,34.08,0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,67,294,1.47,0.0294,69.2625033,0.121941027,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T2,flooded,6/6/23,14:04,14:10,14:00,EDT,82,27.77777778,0.599,0,35.94,0,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,68,294,1.47,0.0294,72.77298077,0,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T3A,flooded,6/7/23,9:29,9:38,9:00,EDT,72,22.22222222,0.443,0.001,26.58,0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,69,294,1.47,0.0294,54.83270808,0.123775865,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T3B,flooded,6/7/23,14:23,14:32,14:00,EDT,78,25.55555556,0.642,0.001,38.52,0.00006,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,70,294,1.47,0.0294,78.57734446,0.122394618,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T4,post-flood,6/8/23,13:16,13:21,13:00,EDT,78,25.55555556,0.646,0,38.76,0,,TG10-01030,"Nick W, Cooper Norris",28,10.5,5,973,1470,0.661904762,71,294,1.47,0.0294,79.06692293,0,,,,,,,,,
Estuarine,E5,Tulip Poplar,4,S3,T5,post-flood,6/9/23,11:46,11:52,12:00,EDT,74,23.33333333,0.525,0,31.5,0,,TG10-01028,Nick W,28,10.5,5,973,1470,0.661904762,72,294,1.47,0.0294,64.73879899,0,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T0,pre-flood,6/4/23,12:30,12:37,13:00,EDT,73,22.77777778,0.171,-0.001,10.26,-0.00006,,TG10-01286,KAM,28,28.5,7.6,2454.8,6064.8,0.404761905,10,798,6.0648,0.0798,32.11142548,-0.187786114,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T1,pre-flood,6/5/23,12:16,12:21,12:00,EDT,78,25.55555556,0.602,-0.002,36.12,-0.00012,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,11,798,6.0648,0.0798,111.9959708,-0.372079637,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T2,flooded,6/6/23,12:13,12:18,12:00,EDT,80,26.66666667,0.614,0,36.84,0,,TG10-01286,"Cooper Norris, Kendal",28,28.5,7.6,2454.8,6064.8,0.404761905,12,798,6.0648,0.0798,113.8051216,0,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T3A,flooded,6/7/23,8:40,8:45,9:00,EDT,72,22.22222222,0.595,-0.002,35.7,-0.00012,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,28.5,7.6,2454.8,6064.8,0.404761905,13,798,6.0648,0.0798,111.9428921,-0.376278629,,,,,,,,,
Control,H4,Tulip Poplar,1a,C4,T3B,flooded,6/7/23,13:35,13:40,14:00,EDT,78,25.55555556,0.685,-0.001,41.1,-0.00006,,TG10-01286,"KAM, CGN",28,28.5,7.6,2454.8,6064.8,0.404761905,14,798,6.0648,0.0798,127.4372758,-0.186039819,,,,,,,,,
